4.71,-3.52,0.5
14.83,-9.77,0.5
23.65,-15.32,0.5
26.25,-14.15,0.3
30.12,-8.19,0.6
31.02,-3.10,0.5
30.68,8.28,0.6
30.41,10.98,0.3
29.71,11.60,0.3
27.07,12.12,0.3
26.18,14.18,0.3
25.44,17.18,0.3
24.12,17.45,0.3
16.66,17.25,0.6
10.52,17.29,0.7
1.23,17.46,0.7
-2.49,17.57,0.5
-4.64,15.65,0.3
-4.38,11.66,0.4
-4.28,6.78,0.4
-3.82,2.86,0.3
-1.24,0.55,0.3
0.00,0.00,0.5
1.65,-1.15,0.0
